trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_h_a.jpg,happy,d,2,2,438.6741813000001,438.96995238,438.99347420000004,439.0085612800001,439.00953000000004,439.0461204800001,439.0472053000001,439.8930167799999,d,1,0.8297291999999743,829.7291999999743,439.0472053000001,439.8930167799999,439.90138509999997,441.85331348,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,441.8581081,442.15332738000006,442.17461849999995,442.18975018000015,442.19028260000005,442.22493538000003,442.22442590000014,442.83131028,d,1,0.5963216000000102,596.3216000000102,442.22442590000014,442.83131028,442.8384833,444.1949884800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_s_a.jpg,sad,a,17,2,444.1976313,444.49496088,444.51558350000005,444.6466593800001,444.64984070000014,444.68884088000004,444.6925040000001,446.12326587999996,a,1,1.4162690999999086,1416.2690999999086,444.6925040000001,446.12326587999996,446.1317001,447.6783877800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,447.68151149999994,447.97839058,448.19309840000005,448.35542878,448.3601430000001,448.40068488,448.4059148000001,448.85521398000014,s,1,0.4388864999998532,438.8864999998532,448.4059148000001,448.85521398000014,448.86600739999994,450.79516997999986,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,450.7991800000002,451.09516938,451.30230970000025,451.4620154800002,451.4665867000001,451.5079148799998,451.51329550000014,452.03148618,s,1,0.5073717999998735,507.3717999998735,451.51329550000014,452.03148618,452.03714939999986,453.0952268799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8.0,f,019_m_f_h_a.jpg,happy,d,17,2,453.09943720000024,453.39521788000025,453.4187180000001,453.55517897999994,453.55868829999986,453.59695037999995,453.60014780000006,454.02114898000013,d,1,0.4125878999998349,412.5878999998349,453.60014780000006,454.02114898000013,454.03144069999985,455.3536142800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_n_a.jpg,neutral,s,17,2,455.3577008,455.65350288000013,455.89063469999996,456.04590938000024,456.05083219999983,456.0908560800001,456.09624959999996,456.82039998000005,s,1,0.7086389999999483,708.6389999999483,456.09624959999996,456.82039998000005,456.8317370000002,457.87864018000005,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1.0,m,004_o_m_h_a.jpg,happy,d,2,2,457.88295519999997,458.1786786800001,458.3785312000002,458.3959548800001,458.3997136999999,458.43820798,458.44331910000005,459.01615638,d,1,0.5614201999997022,561.4201999997022,458.44331910000005,459.01615638,459.02281719999996,460.09535248,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,460.09944370000017,460.39535718,460.4175965000002,460.4328184799999,460.4331279999999,460.4715088800001,460.47249620000025,461.38717918,d,0,0.9004304000000047,900.4304000000047,460.47249620000025,461.38717918,461.39468379999994,462.47030728000004,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,462.47348579999993,462.77033478,462.9809404,463.14444867999987,463.14919940000004,463.18919828,463.19436010000004,463.71316877999993,d,1,0.5063968999997996,506.39689999979964,463.19436010000004,463.71316877999993,463.7256708000002,465.0204197800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10.0,f,028_y_f_h_a.jpg,happy,d,17,2,465.0259411999998,465.32049698000014,465.34431530000006,465.4804080800002,465.4837493000002,465.52353598000013,465.5281984999999,465.89654197999994,d,1,0.35660680000000866,356.60680000000866,465.5281984999999,465.89654197999994,465.90928670000017,467.7872432800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,467.7929958000002,468.08719748,468.3029322,468.4615272799999,468.46627220000005,468.50625718000015,468.51147939999987,468.8377431800002,d,1,0.31727090000003955,317.27090000003955,468.51147939999987,468.8377431800002,468.85047850000024,470.33727527999986,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,470.3428391,470.63720388000024,470.8480314000001,471.01072197999997,471.0140322999998,471.05201108000006,471.0561009999999,471.6353129800002,s,1,0.5646725999999944,564.6725999999944,471.0561009999999,471.6353129800002,471.64500639999983,472.9289842800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3.0,m,013_y_m_s_a.jpg,sad,a,2,2,472.9343741,473.2288713800001,473.2547357000001,473.2705868800001,473.2709622,473.3056484800002,473.3057151999999,474.1297950800001,d,0,0.8109713000003467,810.9713000003467,473.3057151999999,474.1297950800001,474.1363638999999,475.99568748000024,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,475.9999906999999,476.29568698000026,476.50452629999995,476.6604313800001,476.66402730000004,476.70133027999987,476.7055492000002,477.2112574800001,s,1,0.4912192000001596,491.2192000001596,476.7055492000002,477.2112574800001,477.223714,478.33727578,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,478.3413791999999,478.63737147999996,478.65849570000023,478.78894558000025,478.7923727,478.8303132799999,478.8334837,479.5476559800002,d,1,0.6993102999999792,699.3102999999792,478.8334837,479.5476559800002,479.5540072000001,480.62080618000005,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,480.6265506000002,480.9208234800001,481.1271158000002,481.2920010800001,481.2959241000001,481.3358429799998,481.3409462000002,481.89308048,s,1,0.5437825000003613,543.7825000003613,481.3409462000002,481.89308048,481.90160149999997,483.4124847800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,483.41861989999984,483.7125432800001,483.92072470000016,483.93781728,483.9414279,483.98098928000013,483.98616860000016,484.66991858000006,d,0,0.6669394000000466,666.9394000000466,483.98616860000016,484.66991858000006,484.6814826000002,486.5124733800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1.0,m,004_o_m_h_a.jpg,happy,d,17,2,486.5155523000001,486.8124782799998,487.0144579999999,487.18190548000007,487.1864942999998,487.22766818000014,487.23264270000004,487.7648632799999,d,1,0.5162881000001107,516.2881000001107,487.23264270000004,487.7648632799999,487.7727247,489.14589697999986,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,489.1519489,489.44587007999985,489.46712760000014,489.59744897999985,489.6021997,489.6410693800001,489.64551640000013,490.0327107800001,d,1,0.37533010000015565,375.33010000015565,489.64551640000013,490.0327107800001,490.04446239999993,491.5208573799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,491.5247793000001,491.82087818000014,491.84210259999986,491.85771278000016,491.8584883000001,491.89423188000023,491.8946305000002,492.43937647999996,d,1,0.5341640999999981,534.1640999999981,491.8946305000002,492.43937647999996,492.4491172999999,493.49584568000023,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,6.0,m,033_o_m_n_a.jpg,neutral,s,2,2,493.49883449999993,493.7959572799998,493.99181090000025,494.00933667999993,494.0102291999999,494.0472494799999,494.0472053000001,494.6954014800001,s,1,0.6376906999998937,637.6906999998937,494.0472053000001,494.6954014800001,494.7046567,496.0543129800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,496.05743480000024,496.35433627999987,496.37638159999983,496.51433138000016,496.51693409999984,496.5555589799999,496.55762340000024,497.0203452799999,d,1,0.4471350999997412,447.1350999997412,496.55762340000024,497.0203452799999,497.02878339999984,498.62095748000024,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,498.62395870000023,498.9209604800001,499.1343202999999,499.29532668000024,499.3000436,499.34076818000017,499.34585870000024,499.62214247999987,d,1,0.2589655000001585,258.9655000001585,499.34585870000024,499.62214247999987,499.6317425999998,500.63783137999985,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,500.64171090000013,500.9378323799999,500.96013590000007,501.09771078000017,501.0994991,501.13900708000006,501.1419926000001,501.53394977999983,s,0,0.38269039999977394,382.69039999977394,501.1419926000001,501.53394977999983,501.54212859999984,503.41282897999986,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,503.41577329999996,503.7128287799999,503.9296987,504.09196378,504.0964394,504.13712427999985,504.14229409999984,504.67975248000016,s,1,0.526338300000134,526.338300000134,504.14229409999984,504.67975248000016,504.6849577999999,506.08791738000014,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,506.09190319999993,506.38783537999984,506.57557580000025,506.73563328000023,506.7404727999999,506.7814921800002,506.7865078000002,507.2646675799999,s,1,0.4662689000001592,466.2689000001592,506.7865078000002,507.2646675799999,507.27610770000024,508.4129463800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,508.41576580000014,508.71281467999984,508.92186370000013,508.9390786800002,508.9393757,508.9746120799998,508.9744346,509.78058308000004,d,1,0.7981557999996767,798.1557999996767,508.9744346,509.78058308000004,509.7880779999998,511.24633668,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,511.2493938,511.54632258000015,511.74109310000017,511.75796758,511.75838980000003,511.7934820799999,511.7940701,512.5633814800001,s,1,0.7626408000000993,762.6408000000993,511.7940701,512.5633814800001,512.5707746999999,514.5297115800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,514.532602,514.8297076800002,514.8518925000001,514.8675614800002,514.8682962999999,514.90593208,514.9072361000001,515.7320239799999,d,1,0.8174085999999079,817.4085999999079,514.9072361000001,515.7320239799999,515.7406816999999,516.91297298,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,516.9156624999998,517.2130462799998,517.4264283999998,517.44302408,517.4437851999999,517.48099918,517.4809257,518.0800385800001,d,1,0.5876726999999846,587.6726999999846,517.4809257,518.0800385800001,518.0862448,519.5131879799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12.0,f,040_y_f_n_a.jpg,neutral,s,2,2,519.5162867000001,519.81320028,520.0277606000002,520.04413168,520.0448312000001,520.08097238,520.0810818000002,520.9321660799999,d,0,0.8357014999996863,835.7014999996863,520.0810818000002,520.9321660799999,520.9404319000002,521.9466181800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,521.9521894000002,522.2465998800001,522.2704606999998,522.40654978,522.4100845999999,522.4510706799999,522.4556593,522.82201448,d,1,0.3571955999996135,357.1955999996135,522.4556593,522.82201448,522.8336341000002,523.9049609800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,523.9092615000002,524.20487488,524.2238457000001,524.3566028799999,524.3597659,524.3989950799998,524.4041178999998,524.7096248800001,d,1,0.296604600000137,296.604600000137,524.4041178999998,524.7096248800001,524.7214396000002,526.55500018,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,526.5579160999998,526.8549619799999,526.8733086,527.0066269800002,527.0098240999998,527.04782288,527.0514507,527.3635283800002,d,1,0.29732530000001134,297.32530000001134,527.0514507,527.3635283800002,527.3699884999999,528.7716382800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,528.7749513000001,529.0717331799999,529.0974365,529.2318437800002,529.2354025000002,529.2743751800001,529.2795060000001,529.5820184800002,d,1,0.2930634999997892,293.0634999997892,529.2795060000001,529.5820184800002,529.5886951999998,530.7383424800003,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,530.7436220000002,531.03836458,531.2528479999999,531.4133874800002,531.4184054,531.4588234800001,531.4641665000001,531.8212168799998,s,1,0.3406262000003153,340.6262000003153,531.4641665000001,531.8212168799998,531.8287312,533.7800927800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,533.7855287999998,534.0801120799999,534.1010552999999,534.2317645800001,534.2345539,534.2729860800002,534.2758176,534.7804373800002,a,1,0.4966887999999017,496.6887999999017,534.2758176,534.7804373800002,534.7851741000002,536.3219231800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,536.3271568000002,536.6219053799998,536.835378,536.8519934799999,536.8519609000002,536.88967368,536.8896551999999,538.1714864799999,s,1,1.266998699999931,1266.998699999931,536.8896551999999,538.1714864799999,538.1779380999999,540.16359708,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,540.1707613000001,540.46355758,540.4851901,540.5008709800002,540.5018016000001,540.5397559800001,540.5411729,542.0800523800001,s,0,1.5275297000002865,1527.5297000002865,540.5411729,542.0800523800001,542.0885685999999,543.73024448,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5.0,m,027_o_m_n_a.jpg,neutral,s,17,2,543.7346264,544.03027688,544.2414256,544.3988050800001,544.4024691000002,544.4398148799999,544.4430026000002,544.9895907799998,s,1,0.5376780000001418,537.6780000001418,544.4430026000002,544.9895907799998,544.9992771999998,546.5552299799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,546.5583165,546.85522328,546.8745799999999,546.88965828,546.891159,546.9272962799998,546.9287123000001,547.82452068,a,1,0.8839497999997548,883.9497999997548,546.9287123000001,547.82452068,547.8358784,549.3970571799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,549.4001666000001,549.69704058,549.9360542000002,550.0957450799999,550.1004971,550.1404368800002,550.1455966000001,550.6133320800002,s,1,0.4593329999997877,459.3329999997877,550.1455966000001,550.6133320800002,550.6227388999998,551.7719880800003,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,551.7749228,552.07205688,552.0927432000001,552.2236604800003,552.2257362000003,552.26489758,552.2682041,553.3570892800001,a,1,1.0725862999997844,1072.5862999997844,552.2682041,553.3570892800001,553.3649404,554.49716418,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,554.5000585999999,554.7972341800003,554.8198236999999,554.83559468,554.8365523999998,554.87330068,554.8732348999999,555.61782208,s,0,0.731354100000317,731.354100000317,554.8732348999999,555.61782208,555.6243674,557.0055723799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5.0,m,027_o_m_n_a.jpg,neutral,s,17,2,557.0095445,557.30558408,557.5670919000002,557.7365457799999,557.7403637999998,557.78144598,557.7864050000001,558.20415428,s,1,0.4023385000000417,402.3385000000417,557.7864050000001,558.20415428,558.2154982999998,559.8805428799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6.0,m,033_o_m_s_a.jpg,sad,a,17,2,559.8808486999999,560.1805601799999,560.1901386000002,560.32934318,560.3336732999999,560.37481908,560.3799679000001,561.0437266800002,a,1,0.6487067999996725,648.7067999996725,560.3799679000001,561.0437266800002,561.0502021,562.4389987800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,562.4442159000002,562.7389245800002,562.7594130999998,562.77554708,562.7765502,562.8131126800001,562.8145545,563.9277964800001,d,1,1.1021236000001409,1102.1236000001409,562.8145545,563.9277964800001,563.9363034999999,565.3223407799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2.0,m,008_y_m_s_a.jpg,sad,a,17,2,565.3262900000002,565.6223811799998,565.8711495999999,566.0379115799999,566.0428969000002,566.0827933799999,566.0876660000001,566.8721014800001,a,1,0.7729840999995758,772.9840999995758,566.0876660000001,566.8721014800001,566.8835841000002,568.5224669800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,568.5254619999998,568.8225139799999,569.0192328,569.0369728799999,569.0401213000002,569.0774428800003,569.0802909000001,570.1716968799999,s,1,1.0763354999999137,1076.3354999999137,569.0802909000001,570.1716968799999,570.1784374000001,571.8058511800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
